date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:12:45	55061/55061	---M-Z	200	added ('OK')	text/html	etag:%220x8D481D736B38689%22	https://mm-gold.azureedge.net/evolution/QA/intelligent_design_science.html	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/intelligent_design_science.html	(from https://mm-gold.azureedge.net/evolution/index.html)
11:12:45	24357/24357	---M-Z	200	added ('OK')	text/html	etag:%220x8D481D73545C40B%22	https://mm-gold.azureedge.net/evolution/QA/first_cause.html	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/first_cause.html	(from https://mm-gold.azureedge.net/evolution/index.html)
11:12:45	22947/22947	---M-Z	200	added ('OK')	text/html	etag:%220x8D481D737A07FC8%22	https://mm-gold.azureedge.net/evolution/QA/pairs.html	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/pairs.html	(from https://mm-gold.azureedge.net/evolution/index.html)
11:12:46	54770/54770	---M-Z	200	added ('OK')	text/html	etag:%220x8D481D73054A2AF%22	https://mm-gold.azureedge.net/evolution/QA/biggan_dhormo_poripurok.html	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/biggan_dhormo_poripurok.html	(from https://mm-gold.azureedge.net/evolution/index.html)
11:12:46	17429/17429	---M--	200	added ('OK')	image/gif	etag:%220x8D481D823766909%22	https://mm-gold.azureedge.net/new_site/mukto-mona/images/index_r1_c1.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/new_site/mukto-mona/images/index_r1_c1.gif	(from https://mm-gold.azureedge.net/evolution/QA/onlytheory.html)
11:12:47	215/215	---M--	404	error ('Not%20Found')	application/xml	date:Sun,%2001%20Dec%202019%2005:42:46%20GMT	https://mm-gold.azureedge.net/evolution/QA/evolution_evidence.htm	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_evidence.htm	(from https://mm-gold.azureedge.net/evolution/QA/onlytheory.html)
11:12:47	215/215	---M--	404	error ('Not%20Found')	application/xml	date:Sun,%2001%20Dec%202019%2005:42:46%20GMT	https://mm-gold.azureedge.net/evolution/QA/evolution_prediction.htm	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_prediction.htm	(from https://mm-gold.azureedge.net/evolution/QA/onlytheory.html)
11:12:47	796/796	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D7284CC7AD%22	https://mm-gold.azureedge.net/evolution/image/arrow.jpg	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/arrow.jpg	(from https://mm-gold.azureedge.net/evolution/QA/falsifiable.html)
11:12:48	215/215	---M--	404	error ('Not%20Found')	application/xml	date:Sun,%2001%20Dec%202019%2005:42:47%20GMT	https://mm-gold.azureedge.net/evolution/QA/evolution_micro_macro.htm	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_micro_macro.htm	(from https://mm-gold.azureedge.net/evolution/QA/evolution_observation_replication.html)
11:12:48	12811/12811	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D72C337C89%22	https://mm-gold.azureedge.net/evolution/image/Xanthopanmorganii_praedicta.jpg	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/Xanthopanmorganii_praedicta.jpg	(from https://mm-gold.azureedge.net/evolution/QA/evolution_prediction.html)
11:12:48	325/325	---M-Z	200	added ('OK')	application/xml	etag:%220x8D481D72EF9A4E2%22	https://mm-gold.azureedge.net/evolution/QA/evolution_chance_files/filelist.xml	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_chance_files/filelist.xml	(from https://mm-gold.azureedge.net/evolution/QA/evolution_chance.html)
11:12:49	480/480	---M--	200	added ('OK')	image/gif	etag:%220x8D481D72F053DA9%22	https://mm-gold.azureedge.net/evolution/QA/evolution_chance_files/image002.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_chance_files/image002.gif	(from https://mm-gold.azureedge.net/evolution/QA/evolution_chance.html)
11:12:49	279/279	---M--	200	added ('OK')	image/gif	etag:%220x8D481D72F6C6477%22	https://mm-gold.azureedge.net/evolution/QA/evolution_chance_files/image004.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_chance_files/image004.gif	(from https://mm-gold.azureedge.net/evolution/QA/evolution_chance.html)
11:12:49	384/384	---M--	200	added ('OK')	image/gif	etag:%220x8D481D72FA57613%22	https://mm-gold.azureedge.net/evolution/QA/evolution_chance_files/image006.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_chance_files/image006.gif	(from https://mm-gold.azureedge.net/evolution/QA/evolution_chance.html)
11:12:50	9445/9445	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D727E5C7FE%22	https://mm-gold.azureedge.net/evolution/image/appendix-thumb.jpg	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/appendix-thumb.jpg	(from https://mm-gold.azureedge.net/evolution/QA/evolution_vestigeal_organ.html)
11:12:50	57333/57333	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D729AA5D93%22	https://mm-gold.azureedge.net/evolution/image/coccyx.jpg	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/coccyx.jpg	(from https://mm-gold.azureedge.net/evolution/QA/evolution_vestigeal_organ.html)
11:12:51	53754/53754	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D72B2C447D%22	https://mm-gold.azureedge.net/evolution/image/hiccups.jpg	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/hiccups.jpg	(from https://mm-gold.azureedge.net/evolution/QA/evolution_vestigeal_organ.html)
11:12:51	445250/445250	---M--	200	added ('OK')	application/pdf	etag:%220x8D481D734A95C2A%22	https://mm-gold.azureedge.net/evolution/article/this_old_body_shubin.pdf	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/article/this_old_body_shubin.pdf	(from https://mm-gold.azureedge.net/evolution/QA/evolution_vestigeal_organ.html)
11:12:54	52055/52055	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Dec%202019%2005:42:53%20GMT	https://blog.mukto-mona.com/wp-content/uploads/2010/03/variuos_eye_nature.jpg	C:/My%20Web%20Sites/Evolution%20Archive/blog.mukto-mona.com/wp-content/uploads/2010/03/variuos_eye_nature.4f.delayed	(from https://mm-gold.azureedge.net/evolution/QA/eye_complex.html)
11:12:57	52055/52055	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Dec%202019%2005:42:56%20GMT	https://blog.mukto-mona.com/wp-content/uploads/2010/03/800px-modele_eye_evolution_nilsson_pelger_1994svg.png	C:/My%20Web%20Sites/Evolution%20Archive/blog.mukto-mona.com/wp-content/uploads/2010/03/800px-modele_eye_evolution_nilsson_pelger_1994svg.png	(from https://mm-gold.azureedge.net/evolution/QA/eye_complex.html)
11:12:58	22765/22765	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D72B24A348%22	https://mm-gold.azureedge.net/evolution/image/lamarkian_Giraffe.JPG	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/lamarkian_Giraffe.jpg	(from https://mm-gold.azureedge.net/evolution/QA/giraffe_wing.html)
11:12:58	11195/11195	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D7299F880C%22	https://mm-gold.azureedge.net/evolution/image/darwinian_Giraffe_3.JPG	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/darwinian_Giraffe_3.jpg	(from https://mm-gold.azureedge.net/evolution/QA/giraffe_wing.html)
11:12:58	215/215	---M--	404	error ('Not%20Found')	application/xml	date:Sun,%2001%20Dec%202019%2005:42:58%20GMT	https://mm-gold.azureedge.net/evolution/QA/evolution_progressive.htm	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/QA/evolution_progressive.htm	(from https://mm-gold.azureedge.net/evolution/QA/giraffe_wing.html)
11:12:59	24564/24564	---M--	200	added ('OK')	image/gif	etag:%220x8D481D72B15AF1F%22	https://mm-gold.azureedge.net/evolution/image/laddervstree.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/laddervstree.gif	(from https://mm-gold.azureedge.net/evolution/QA/evolution_progressive.html)
11:12:59	146322/146322	---M--	200	added ('OK')	image/jpeg	etag:%220x8D481D72C1916B0%22	https://mm-gold.azureedge.net/evolution/image/Part1_Finches2.jpg	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/Part1_Finches2.jpg	(from https://mm-gold.azureedge.net/evolution/QA/evolution_progressive.html)
11:12:59	23396/23396	---M--	200	added ('OK')	image/gif	etag:%220x8D481D728C26D70%22	https://mm-gold.azureedge.net/evolution/image/cichlid.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/cichlid.gif	(from https://mm-gold.azureedge.net/evolution/QA/fish_color.html)
11:13:00	30780/30780	---M--	200	added ('OK')	image/gif	etag:%220x8D481D728F4A13B%22	https://mm-gold.azureedge.net/evolution/image/cichlid2.gif	C:/My%20Web%20Sites/Evolution%20Archive/mm-gold.azureedge.net/evolution/image/cichlid2.gif	(from https://mm-gold.azureedge.net/evolution/QA/fish_color.html)
11:13:03	27378/27378	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Feb%202012%2005:51:28%20GMT	http://sugarmtnfarm.com/blog/uploaded_images/ClownFishAnemoneDSCF0750-743421.jpg	C:/My%20Web%20Sites/Evolution%20Archive/sugarmtnfarm.com/blog/uploaded_images/ClownFishAnemoneDSCF0750-743421.jpg	(from https://mm-gold.azureedge.net/evolution/QA/fish_color.html)
